filename,variable,group_id,mean,sd,n,r,se,error_type,plot_type
figure_2.png,rel_subj_val,level_3_old,0.33512064343163533,0.3351206434316356,25,NA,0.06702412868632712,se,mean_error
figure_2.png,rel_subj_val,level_3_young,0.7506702412868633,0.24128686327077764,25,NA,0.04825737265415553,se,mean_error
figure_2.png,rel_subj_val,level_4_old,0.20643431635388737,0.2949061662198388,25,NA,0.05898123324396776,se,mean_error
figure_2.png,rel_subj_val,level_4_young,0.4959785522788203,0.29490616621983906,25,NA,0.05898123324396781,se,mean_error
figure_2.png,rel_subj_val,level_2_old,0.5737265415549597,0.3887399463806973,25,NA,0.07774798927613946,se,mean_error
figure_2.png,rel_subj_val,level_2_young,0.865951742627346,0.25469168900804195,25,NA,0.05093833780160839,se,mean_error
figure_4.png,effort_delay_auc,old,0.4380102040816329,0.30143980929590114,16,0.3060569665254862,0.07535995232397528,sd,scatterplot
figure_4.png,delay_disc_auc,old,0.3350299401197605,0.15611640906053237,16,0.3060569665254862,0.03902910226513309,sd,scatterplot
figure_4.png,effort_delay_auc,young,0.7714285714285716,0.21624950496244247,17,0.4041853188754034,0.05244820884986357,sd,scatterplot
figure_4.png,delay_disc_auc,young,0.41338499471644946,0.2614388796651861,17,0.4041853188754034,0.06340824208839455,sd,scatterplot
